filename,index,keys,path,split,theta_0,theta_1,theta_2,theta_shape,theta_status
seq_000020.npz,20,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000020.npz,train,0.8545838594436646,0.2747625410556793,0.00874356273561716,"(3,)",OK
seq_000021.npz,21,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000021.npz,train,0.9981678128242493,0.3399973511695862,0.06874999403953552,"(3,)",OK
seq_000022.npz,22,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000022.npz,train,0.9839304089546204,0.12423645704984665,0.018620919436216354,"(3,)",OK
seq_000023.npz,23,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000023.npz,train,1.1276668310165405,0.3381047248840332,0.028950728476047516,"(3,)",OK
seq_000024.npz,24,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000024.npz,train,1.0211809873580933,0.03066687472164631,0.0028547802940011024,"(3,)",OK
seq_000025.npz,25,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000025.npz,train,1.2125110626220703,0.12636972963809967,0.03359905630350113,"(3,)",OK
seq_000026.npz,26,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000026.npz,train,0.9032015204429626,0.19748727977275848,0.017408443614840508,"(3,)",OK
seq_000027.npz,27,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000027.npz,train,0.9029915928840637,0.2214425951242447,6.46870830678381e-05,"(3,)",OK
seq_000028.npz,28,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000028.npz,train,1.1799403429031372,0.25063174962997437,0.044129833579063416,"(3,)",OK
seq_000029.npz,29,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000029.npz,train,0.8863927125930786,0.12146373093128204,0.09363031387329102,"(3,)",OK
seq_000030.npz,30,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000030.npz,train,1.198885440826416,0.11613795906305313,0.08841346204280853,"(3,)",OK
seq_000031.npz,31,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000031.npz,train,1.3466047048568726,0.13469785451889038,0.05214914306998253,"(3,)",OK
seq_000032.npz,32,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000032.npz,train,1.0057450532913208,0.024725554510951042,0.09955833852291107,"(3,)",OK
seq_000033.npz,33,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000033.npz,train,0.8297961950302124,0.13042692840099335,0.024628911167383194,"(3,)",OK
seq_000034.npz,34,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000034.npz,train,1.0090335607528687,0.23705975711345673,0.06429662555456161,"(3,)",OK
seq_000035.npz,35,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000035.npz,train,1.2314883470535278,0.02468300051987171,0.02698465622961521,"(3,)",OK
seq_000036.npz,36,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000036.npz,train,1.379553198814392,0.11901693046092987,0.011043725535273552,"(3,)",OK
seq_000037.npz,37,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000037.npz,train,1.1832146644592285,0.22496463358402252,0.09942640364170074,"(3,)",OK
seq_000038.npz,38,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000038.npz,train,1.3225829601287842,0.28108784556388855,0.08055076003074646,"(3,)",OK
seq_000039.npz,39,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000039.npz,train,1.181283950805664,0.08432011306285858,0.0949791967868805,"(3,)",OK
seq_000040.npz,40,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000040.npz,train,0.9223626852035522,0.007307552732527256,0.09876511991024017,"(3,)",OK
seq_000041.npz,41,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000041.npz,train,1.2921186685562134,0.3049294054508209,0.08477911353111267,"(3,)",OK
seq_000042.npz,42,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000042.npz,train,1.1215208768844604,0.08745662868022919,0.07539312541484833,"(3,)",OK
seq_000043.npz,43,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000043.npz,train,0.9422464370727539,0.06301657855510712,0.07553621381521225,"(3,)",OK
seq_000044.npz,44,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000044.npz,train,0.905543863773346,0.30773597955703735,0.08631013333797455,"(3,)",OK
seq_000045.npz,45,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000045.npz,train,0.8227388262748718,0.21652626991271973,0.0929311215877533,"(3,)",OK
seq_000046.npz,46,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000046.npz,train,1.2737258672714233,0.09318122267723083,0.02184893935918808,"(3,)",OK
seq_000047.npz,47,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000047.npz,train,0.9857739210128784,0.2566070258617401,0.015925053507089615,"(3,)",OK
seq_000048.npz,48,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000048.npz,train,1.2271428108215332,0.09571055322885513,0.0008541529532521963,"(3,)",OK
seq_000049.npz,49,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000049.npz,train,1.0514092445373535,0.06197492778301239,0.08367618173360825,"(3,)",OK
seq_000050.npz,50,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000050.npz,train,1.3041146993637085,0.09026282280683517,0.022611306980252266,"(3,)",OK
seq_000051.npz,51,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000051.npz,train,1.1820377111434937,0.015957996249198914,0.0700492337346077,"(3,)",OK
seq_000052.npz,52,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000052.npz,train,1.222565770149231,0.26879408955574036,0.003778190119192004,"(3,)",OK
seq_000053.npz,53,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000053.npz,train,1.0543670654296875,0.14768126606941223,0.01562575064599514,"(3,)",OK
seq_000054.npz,54,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000054.npz,train,1.2087301015853882,0.14524532854557037,0.020987410098314285,"(3,)",OK
seq_000055.npz,55,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000055.npz,train,1.0812569856643677,0.0015239845961332321,0.03309670835733414,"(3,)",OK
seq_000056.npz,56,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000056.npz,train,1.165247917175293,0.20839790999889374,0.08171271532773972,"(3,)",OK
seq_000057.npz,57,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000057.npz,train,0.9354630708694458,0.292459636926651,0.021144365891814232,"(3,)",OK
seq_000058.npz,58,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000058.npz,train,1.341176152229309,0.10476424545049667,0.08588506281375885,"(3,)",OK
seq_000059.npz,59,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000059.npz,train,1.12308931350708,0.11349035054445267,0.09874916076660156,"(3,)",OK
seq_000060.npz,60,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000060.npz,train,0.937975287437439,0.21251770853996277,0.03314865007996559,"(3,)",OK
seq_000061.npz,61,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000061.npz,train,0.8832371830940247,0.148421511054039,0.046084560453891754,"(3,)",OK
seq_000062.npz,62,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000062.npz,train,1.2893790006637573,0.28111809492111206,0.06662002205848694,"(3,)",OK
seq_000063.npz,63,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000063.npz,train,1.1486479043960571,0.17262667417526245,0.036728352308273315,"(3,)",OK
seq_000064.npz,64,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000064.npz,train,0.9068941473960876,0.2927379906177521,0.03567381948232651,"(3,)",OK
seq_000065.npz,65,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000065.npz,train,0.9103425741195679,0.08308396488428116,0.06088486686348915,"(3,)",OK
seq_000066.npz,66,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000066.npz,train,0.9075226187705994,0.17861472070217133,0.09457290917634964,"(3,)",OK
seq_000067.npz,67,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000067.npz,train,0.8263316750526428,0.07718540728092194,0.020016686990857124,"(3,)",OK
seq_000068.npz,68,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000068.npz,train,1.357067584991455,0.1328849196434021,0.05142609775066376,"(3,)",OK
seq_000069.npz,69,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000069.npz,train,0.9740155339241028,0.33530399203300476,0.015004942193627357,"(3,)",OK
seq_000070.npz,70,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000070.npz,validation,1.1722438335418701,0.05948270112276077,0.05513106659054756,"(3,)",OK
seq_000071.npz,71,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000071.npz,validation,0.9199134111404419,0.02225080318748951,0.09989570081233978,"(3,)",OK
seq_000072.npz,72,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000072.npz,validation,1.1768096685409546,0.30616506934165955,0.07996317744255066,"(3,)",OK
seq_000073.npz,73,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000073.npz,validation,1.3742263317108154,0.2798694968223572,0.09559042751789093,"(3,)",OK
seq_000074.npz,74,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000074.npz,validation,1.0012387037277222,0.06776662915945053,0.07809770107269287,"(3,)",OK
seq_000075.npz,75,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000075.npz,validation,1.3187068700790405,0.14338146150112152,0.016958247870206833,"(3,)",OK
seq_000076.npz,76,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000076.npz,validation,1.2679640054702759,0.022181646898388863,0.06375584006309509,"(3,)",OK
seq_000077.npz,77,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000077.npz,validation,0.8653308153152466,0.04197751358151436,0.08505874127149582,"(3,)",OK
seq_000078.npz,78,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000078.npz,validation,1.2960169315338135,0.29971471428871155,0.036030739545822144,"(3,)",OK
seq_000079.npz,79,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000079.npz,validation,1.1923969984054565,0.30891141295433044,0.04064185917377472,"(3,)",OK
seq_000080.npz,80,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000080.npz,validation,0.8376967906951904,0.3351176381111145,0.09852344542741776,"(3,)",OK
seq_000081.npz,81,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000081.npz,validation,0.9883927702903748,0.13423548638820648,0.034190304577350616,"(3,)",OK
seq_000082.npz,82,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000082.npz,validation,0.951781690120697,0.25337475538253784,0.0026341998018324375,"(3,)",OK
seq_000083.npz,83,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000083.npz,validation,1.185312271118164,0.21131061017513275,0.07192295789718628,"(3,)",OK
seq_000084.npz,84,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000084.npz,validation,1.3159613609313965,0.31515011191368103,0.008444180712103844,"(3,)",OK
seq_000085.npz,85,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000085.npz,test,0.8307343125343323,0.22183889150619507,0.036127567291259766,"(3,)",OK
seq_000086.npz,86,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000086.npz,test,0.935068666934967,0.11890207976102829,0.06858756393194199,"(3,)",OK
seq_000087.npz,87,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000087.npz,test,1.3008760213851929,0.3347622752189636,0.05038600414991379,"(3,)",OK
seq_000088.npz,88,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000088.npz,test,1.2096662521362305,0.11119366437196732,0.032978471368551254,"(3,)",OK
seq_000089.npz,89,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000089.npz,test,1.3047542572021484,0.29277563095092773,0.058415014296770096,"(3,)",OK
seq_000090.npz,90,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000090.npz,test,1.086050033569336,0.33827701210975647,0.027305858209729195,"(3,)",OK
seq_000091.npz,91,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000091.npz,test,1.3335115909576416,0.2543812394142151,0.017984949052333832,"(3,)",OK
seq_000092.npz,92,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000092.npz,test,1.1633931398391724,0.33210816979408264,0.08927403390407562,"(3,)",OK
seq_000093.npz,93,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000093.npz,test,1.3074029684066772,0.014330682344734669,0.0375482514500618,"(3,)",OK
seq_000094.npz,94,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000094.npz,test,1.263079285621643,0.24207890033721924,0.029386304318904877,"(3,)",OK
seq_000095.npz,95,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000095.npz,test,1.375153660774231,0.33978843688964844,0.08821335434913635,"(3,)",OK
seq_000096.npz,96,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000096.npz,test,1.0207509994506836,0.32340899109840393,0.06320265680551529,"(3,)",OK
seq_000097.npz,97,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000097.npz,test,0.8806352615356445,0.1478816121816635,0.09227919578552246,"(3,)",OK
seq_000098.npz,98,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000098.npz,test,0.8123493790626526,0.21721696853637695,0.016256799921393394,"(3,)",OK
seq_000099.npz,99,u|y|sensor_mask|sensor_mask_t|c_field|theta|dt|dx,D:\47\472\New-Papers\GIS\Codes\data\sim\sequences\seq_000099.npz,test,1.1476658582687378,0.3461039662361145,0.0425972044467926,"(3,)",OK
